3.844e+08  ,   1000
3.844e+08  ,   2000
3.844e+08  ,   3000
3.844e+08  ,   4000
3.844e+08  ,   5000
3.844e+08  ,   6000
3.844e+08  ,   7000
3.844e+08  ,   8000
3.844e+08  ,   9000
3.844e+08  ,   10000
3.844e+08  ,   11000
3.844e+08  ,   12000
3.844e+08  ,   13000
3.844e+08  ,   14000
3.844e+08  ,   15000
3.844e+08  ,   16000
3.844e+08  ,   17000
3.844e+08  ,   18000
3.844e+08  ,   19000
3.844e+08  ,   20000
3.844e+08  ,   21000
3.844e+08  ,   22000
3.844e+08  ,   23000
3.844e+08  ,   24000
3.844e+08  ,   25000
3.844e+08  ,   26000
3.844e+08  ,   27000
3.844e+08  ,   28000
3.844e+08  ,   29000
3.844e+08  ,   30000
3.844e+08  ,   31000
3.844e+08  ,   32000
3.844e+08  ,   33000
3.844e+08  ,   34000
3.844e+08  ,   35000
3.844e+08  ,   36000
3.844e+08  ,   37000
3.844e+08  ,   38000
3.844e+08  ,   39000
3.844e+08  ,   40000
3.844e+08  ,   41000
3.844e+08  ,   42000
3.844e+08  ,   43000
3.844e+08  ,   44000
3.844e+08  ,   45000
3.844e+08  ,   46000
3.844e+08  ,   47000
3.844e+08  ,   48000
3.844e+08  ,   49000
3.844e+08  ,   50000
3.844e+08  ,   51000
3.844e+08  ,   52000
3.844e+08  ,   53000
3.844e+08  ,   54000
3.844e+08  ,   55000
3.844e+08  ,   56000
3.844e+08  ,   57000
3.844e+08  ,   58000
3.844e+08  ,   59000
3.844e+08  ,   60000
3.844e+08  ,   61000
3.844e+08  ,   62000
3.844e+08  ,   63000
3.844e+08  ,   64000
3.844e+08  ,   65000
3.844e+08  ,   66000
3.844e+08  ,   67000
3.844e+08  ,   68000
3.844e+08  ,   69000
3.844e+08  ,   70000
3.844e+08  ,   71000
3.844e+08  ,   72000
3.844e+08  ,   73000
3.844e+08  ,   74000
3.844e+08  ,   75000
3.844e+08  ,   76000
3.844e+08  ,   77000
3.844e+08  ,   78000
3.844e+08  ,   79000
3.844e+08  ,   80000
3.844e+08  ,   81000
3.844e+08  ,   82000
3.844e+08  ,   83000
3.844e+08  ,   84000
3.844e+08  ,   85000
3.844e+08  ,   86000
3.844e+08  ,   87000
3.844e+08  ,   88000
3.844e+08  ,   89000
3.844e+08  ,   90000
3.844e+08  ,   91000
3.844e+08  ,   92000
3.844e+08  ,   93000
3.844e+08  ,   94000
3.844e+08  ,   95000
3.844e+08  ,   96000
3.844e+08  ,   97000
3.844e+08  ,   98000
3.844e+08  ,   99000
3.844e+08  ,   100000
3.844e+08  ,   101000
3.844e+08  ,   102000
3.844e+08  ,   103000
3.84399e+08  ,   104000
3.84399e+08  ,   105000
3.84399e+08  ,   106000
3.84399e+08  ,   107000
3.84399e+08  ,   108000
3.84399e+08  ,   109000
3.84399e+08  ,   110000
3.84399e+08  ,   111000
3.84399e+08  ,   112000
3.84399e+08  ,   113000
3.84399e+08  ,   114000
3.84399e+08  ,   115000
3.84399e+08  ,   116000
3.84399e+08  ,   117000
3.84399e+08  ,   118000
3.84399e+08  ,   119000
3.84399e+08  ,   120000
3.84399e+08  ,   121000
3.84399e+08  ,   122000
3.84399e+08  ,   123000
3.84399e+08  ,   124000
3.84399e+08  ,   125000
3.84399e+08  ,   126000
3.84399e+08  ,   127000
3.84399e+08  ,   128000
3.84399e+08  ,   129000
3.84399e+08  ,   130000
3.84399e+08  ,   131000
3.84399e+08  ,   132000
3.84399e+08  ,   133000
3.84399e+08  ,   134000
3.84399e+08  ,   135000
3.84399e+08  ,   136000
3.84399e+08  ,   137000
3.84399e+08  ,   138000
3.84399e+08  ,   139000
3.84399e+08  ,   140000
3.84399e+08  ,   141000
3.84399e+08  ,   142000
3.84399e+08  ,   143000
3.84399e+08  ,   144000
3.84399e+08  ,   145000
3.84399e+08  ,   146000
3.84399e+08  ,   147000
3.84399e+08  ,   148000
3.84399e+08  ,   149000
3.84398e+08  ,   150000
3.84398e+08  ,   151000
3.84398e+08  ,   152000
3.84398e+08  ,   153000
3.84398e+08  ,   154000
3.84398e+08  ,   155000
3.84398e+08  ,   156000
3.84398e+08  ,   157000
3.84398e+08  ,   158000
3.84398e+08  ,   159000
3.84398e+08  ,   160000
3.84398e+08  ,   161000
3.84398e+08  ,   162000
3.84398e+08  ,   163000
3.84398e+08  ,   164000
3.84398e+08  ,   165000
3.84398e+08  ,   166000
3.84398e+08  ,   167000
3.84398e+08  ,   168000
3.84398e+08  ,   169000
3.84398e+08  ,   170000
3.84398e+08  ,   171000
3.84398e+08  ,   172000
3.84398e+08  ,   173000
3.84398e+08  ,   174000
3.84398e+08  ,   175000
3.84398e+08  ,   176000
3.84398e+08  ,   177000
3.84397e+08  ,   178000
3.84397e+08  ,   179000
3.84397e+08  ,   180000
3.84397e+08  ,   181000
3.84397e+08  ,   182000
3.84397e+08  ,   183000
3.84397e+08  ,   184000
3.84397e+08  ,   185000
3.84397e+08  ,   186000
3.84397e+08  ,   187000
3.84397e+08  ,   188000
3.84397e+08  ,   189000
3.84397e+08  ,   190000
3.84397e+08  ,   191000
3.84397e+08  ,   192000
3.84397e+08  ,   193000
3.84397e+08  ,   194000
3.84397e+08  ,   195000
3.84397e+08  ,   196000
3.84397e+08  ,   197000
3.84397e+08  ,   198000
3.84396e+08  ,   199000
3.84396e+08  ,   200000
3.84396e+08  ,   201000
3.84396e+08  ,   202000
3.84396e+08  ,   202999
3.84396e+08  ,   203999
3.84396e+08  ,   204999
3.84396e+08  ,   205999
3.84396e+08  ,   206999
3.84396e+08  ,   207999
3.84396e+08  ,   208999
3.84396e+08  ,   209999
3.84396e+08  ,   210999
3.84396e+08  ,   211999
3.84396e+08  ,   212999
3.84396e+08  ,   213999
3.84396e+08  ,   214999
3.84395e+08  ,   215999
3.84395e+08  ,   216999
3.84395e+08  ,   217999
3.84395e+08  ,   218999
3.84395e+08  ,   219999
3.84395e+08  ,   220999
3.84395e+08  ,   221999
3.84395e+08  ,   222999
3.84395e+08  ,   223999
3.84395e+08  ,   224999
3.84395e+08  ,   225999
3.84395e+08  ,   226999
3.84395e+08  ,   227999
3.84395e+08  ,   228999
3.84395e+08  ,   229999
3.84394e+08  ,   230999
3.84394e+08  ,   231999
3.84394e+08  ,   232999
3.84394e+08  ,   233999
3.84394e+08  ,   234999
3.84394e+08  ,   235999
3.84394e+08  ,   236999
3.84394e+08  ,   237999
3.84394e+08  ,   238999
3.84394e+08  ,   239999
3.84394e+08  ,   240999
3.84394e+08  ,   241999
3.84394e+08  ,   242999
3.84393e+08  ,   243999
3.84393e+08  ,   244999
3.84393e+08  ,   245999
3.84393e+08  ,   246999
3.84393e+08  ,   247999
3.84393e+08  ,   248999
3.84393e+08  ,   249999
3.84393e+08  ,   250999
3.84393e+08  ,   251999
3.84393e+08  ,   252999
3.84393e+08  ,   253999
3.84393e+08  ,   254999
3.84392e+08  ,   255999
3.84392e+08  ,   256999
3.84392e+08  ,   257999
3.84392e+08  ,   258999
3.84392e+08  ,   259999
3.84392e+08  ,   260999
3.84392e+08  ,   261999
3.84392e+08  ,   262999
3.84392e+08  ,   263999
3.84392e+08  ,   264999
3.84392e+08  ,   265999
3.84391e+08  ,   266999
3.84391e+08  ,   267998
3.84391e+08  ,   268998
3.84391e+08  ,   269998
3.84391e+08  ,   270998
3.84391e+08  ,   271998
3.84391e+08  ,   272998
3.84391e+08  ,   273998
3.84391e+08  ,   274998
3.84391e+08  ,   275998
3.8439e+08  ,   276998
3.8439e+08  ,   277998
3.8439e+08  ,   278998
3.8439e+08  ,   279998
3.8439e+08  ,   280998
3.8439e+08  ,   281998
3.8439e+08  ,   282998
3.8439e+08  ,   283998
3.8439e+08  ,   284998
3.84389e+08  ,   285998
3.84389e+08  ,   286998
3.84389e+08  ,   287998
3.84389e+08  ,   288998
3.84389e+08  ,   289998
3.84389e+08  ,   290998
3.84389e+08  ,   291998
3.84389e+08  ,   292998
3.84389e+08  ,   293998
3.84388e+08  ,   294998
3.84388e+08  ,   295998
3.84388e+08  ,   296998
3.84388e+08  ,   297998
3.84388e+08  ,   298998
3.84388e+08  ,   299998
3.84388e+08  ,   300998
3.84388e+08  ,   301998
3.84388e+08  ,   302998
3.84387e+08  ,   303997
3.84387e+08  ,   304997
3.84387e+08  ,   305997
3.84387e+08  ,   306997
3.84387e+08  ,   307997
3.84387e+08  ,   308997
